time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:29:20.531832,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.531976,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.532108,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.630643,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.630968,[],0,"(41602, -55, -60, -55, -57)"
2025/04/18/02:29:20.631114,[],0,"(41341, -53, -50, -50, -49)"
2025/04/18/02:29:20.631122,[],0,"(41628, -50, -54, -56, -52)"
2025/04/18/02:29:20.631134,[],0,"(41628, -57, -60, -62, -58)"
2025/04/18/02:29:20.631177,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.631347,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.631355,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.631374,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.631394,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.631413,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.631444,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.730796,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.731015,[],0,"(41602, -56, -60, -55, -57)"
2025/04/18/02:29:20.731112,[],0,"(41341, -53, -49, -50, -50)"
2025/04/18/02:29:20.731122,[],0,"(41628, -50, -54, -56, -52)"
2025/04/18/02:29:20.731302,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.731307,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.731331,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.731480,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.731491,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.731612,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.731621,[],0,"(41628, -51, -55, -57, -53)"
