time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:25:42.984266,[],0,"(41602, 0, 380, 41341, 0, 380, 41628, 0, 370)"
2025/04/18/02:25:43.078024,[],0,"(41602, 0, 470, 41341, 0, 470, 41628, 0, 460)"
2025/04/18/02:25:43.172420,[],0,"(41602, 0, 570, 41341, 0, 570, 41628, 0, 560)"
2025/04/18/02:25:43.278411,[],0,"(41602, 0, 670, 41341, 0, 670, 41628, 0, 660)"
2025/04/18/02:25:43.372530,[],0,"(41602, 0, 770, 41341, 0, 770, 41628, 0, 760)"
2025/04/18/02:25:43.471466,[],0,"(41602, 0, 870, 41341, 0, 870, 41628, 0, 860)"
2025/04/18/02:25:43.571510,[],0,"(41602, 0, 970, 41341, 0, 970, 41628, 0, 960)"
2025/04/18/02:25:43.670000,[],0,"(41602, 0, 70, 41341, 0, 70, 41628, 0, 70)"
2025/04/18/02:25:43.770402,[],0,"(41602, 0, 170, 41341, 0, 170, 41628, 0, 170)"
2025/04/18/02:25:43.870497,[],0,"(41602, 0, 270, 41341, 0, 270, 41628, 0, 270)"
2025/04/18/02:25:43.970838,[],0,"(41602, 0, 100, 41341, 0, 90, 41628, 0, 90)"
2025/04/18/02:25:44.070818,[],0,"(41602, 0, 200, 41341, 0, 190, 41628, 0, 190)"
2025/04/18/02:25:44.170293,[],0,"(41602, 0, 300, 41341, 0, 290, 41628, 0, 290)"
2025/04/18/02:25:44.270779,[],0,"(41602, 0, 400, 41341, 0, 390, 41628, 0, 390)"
2025/04/18/02:25:44.370676,[],0,"(41602, 0, 500, 41341, 0, 490, 41628, 0, 490)"
2025/04/18/02:25:44.470203,[],0,"(41602, 0, 600, 41341, 0, 590, 41628, 0, 590)"
2025/04/18/02:25:44.570161,[],0,"(41602, 0, 700, 41341, 0, 690, 41628, 0, 690)"
2025/04/18/02:25:44.670340,[],0,"(41602, 0, 70, 41341, 0, 70, 41628, 0, 70)"
2025/04/18/02:25:44.770195,[],0,"(41602, 0, 170, 41341, 0, 170, 41628, 0, 170)"
2025/04/18/02:25:44.871091,[],0,"(41602, 0, 270, 41341, 0, 270, 41628, 0, 270)"
2025/04/18/02:25:44.974688,[],0,"(41602, 0, 370, 41341, 0, 370, 41628, 0, 370)"
2025/04/18/02:25:45.070606,[],0,"(41602, 0, 470, 41341, 0, 470, 41628, 0, 470)"
2025/04/18/02:25:45.174871,[],0,"(41602, 0, 40, 41341, 0, 40, 41628, 0, 40)"
2025/04/18/02:25:45.271612,[],0,"(41602, 0, 80, 41341, 0, 80, 41628, 0, 80)"
2025/04/18/02:25:45.385841,[],0,"(41602, 0, 190, 41341, 0, 190, 41628, 0, 190)"
